Numéro Etablissement;Numéro entité juridique;Raison sociale;Raison sociale - Libellé long;Complément de raison sociale;Complément de distribution;Code Département;Département;Téléphone;Fax;Code catégorie d’établissement;Catégorie d'établissement;Code agrégat d’établissemen;Catégorie d’agrégat d’établissement;Code APE;Code MFT;Libellé MFT;Code SPH;Libellé SPH;Date d’ouverture;Date d’autorisation;Dernière date de MAJ;Année;Adresse;Code INSEE;Code postal;Commune;Coordonnées de l'établissement;EPCI
970464566;970401295;PHARMACENTRE;PHARMACENTRE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1991-06-10;;;;2005;190 R HUBERT DELISLE;9D9D422;97430;LE TAMPON;-21.281086,55.517723;
970463436;970408589;SOINS LONGUE DUREE;SOINS DE LONGUE DUREE - GROUPE HOSPITALIER SUD REUNION;GROUPE HOSPITALIER SUD REUNION;;9D;LA REUNION;97430;LE TAMPON;362;Etablissement de Soins Longue Durée;1109;Etab.Longue Durée;8610Z;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;1980-01-01;1980-01-01;2013-11-15;2013;R DOCTEUR CHARRIERES;9D9D422;97430;LE TAMPON;-21.256881,55.514481;
970464871;970401600;PHARMACIE DU MARCHE;PHARMACIE DU MARCHE;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1978-10-27;;;;2005;72 R M. ET A. LEBLOND;9D9D415;97460;ST PAUL;-21.007759,55.272844;
970410015;970402004;CDR - ARRONDISSEMENT SUD;CONSEIL DEPARTEMENTAL DE LA REUNION - ARRONDISSEMENT SUD;;;9D;LA REUNION;0262969000;0262969090;223;Protection Maternelle et Infantile (P.M.I.);2202;Etablissements de PMI et de Planification Familiale;;01;Etablissement Tarif Libre;;;1995-01-01;1995-01-01;2015-03-26;2019;44 R ARCHAMBAUD;9D416;97410;ST PIERRE;-21.335731,55.479376;
970410932;970404489;IMAGERIE MEDICALE (SITE J D'ARC);IMAGERIE MEDICALE (SITE JEANNE D'ARC);;;9D;LA REUNION;;;698;Autre Etablissement Loi Hospitalière;1205;Autres Etablissements Relevant de la Loi Hospitalière;;99;Indéterminé;0;Non concerné;2019-01-02;2017-07-10;2019-01-02;2019;R ALSACE LORRAINE;9D407;97420;LE PORT;-20.936932,55.296241;
970431672;970402004;DISPENSAIRE STE.SUZANNE;DISPENSAIRE DE SAINTE-SUZANNE;;;9D;REUNION;97441;STE SUZANNE;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;1977-01-01;;;;2004;4 R G.POMPIDOU;9D9D420;97441;STE SUZANNE;-20.907837,55.607328;
970430146;970400149;MECS G. I. E. D.  FERNAND SANGLIER;GROUPEMENT INTERVENTION EDUCATIVIVE DIVERSIFIEE F. SANGLIER;;;9D;LA REUNION;0262250162;0262275359;177;Maison d'Enfants à Caractère Social;4501;Etablissements de l'Aide Sociale à l'Enfance;8790A;08;Président du Conseil Départemental;;;1938-01-01;1938-01-01;2017-12-12;2019;143 R MARIUS ET ARY LEBLOND;9D416;97410;ST PIERRE;-21.335991,55.468715;
970404794;970404786;PHARMACIE FONTAINE;PHARMACIE FONTAINE;;;9D;LA REUNION;;97438;STE MARIE;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1999-12-02;1999-06-09;2018-10-08;2018;17 AV DU DOMAINE AZUR;;97438;STE MARIE;-20.895743,55.567768;
970464806;970401535;PHARMACIE DE LA GARE;PHARMACIE DE LA GARE;;;9D;LA REUNION;0262462696;0026258191;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2014-07-31;1990-01-23;2018-08-13;2019;251 R DE LA GARE;9D409;97440;ST ANDRE;-20.9587,55.652368;
970463386;970462693;SERVICE AIDE MENAGERE;SERVICE AIDE MENAGERE;;MAIRIE;9D;REUNION;97430;LE TAMPON;208;Service d'Aide Ménagère à Domicile;4403;Serv.Soc.Pers. Agées;01;Etablissement Tarif Libre;;;1983-09-15;;;;2004;;9D9D422;97430;LE TAMPON;-21.225067,55.559065;
970410981;970410973;GEP SANTE - STE CLOTILDE;GEP SANTE - STE CLOTILDE;;;9D;LA REUNION;0262233826;;632;Structure Dispensatrice à domicile d'Oxygène à usage médical;3201;Commerce de Biens à Usage Médicaux;8690F;01;Etablissement Tarif Libre;;;2018-10-17;2018-10-17;2018-11-29;2019;41 R DES VAVANGUES;9D411;97490;ST DENIS;-20.898798,55.473907;
970406096;750826307;M.E.C.S. TEMPORAIRE SPECIALISE (CILAOS;MAISON D'ENFANTS CARAC. SANITAIRE TEMP. SPECIALISEE (CILAOS;;;9D;LA REUNION;97413;CILAOS;163;Maison d'Enfants à Caractère Sanitaire Temporaire;1112;Etab.Enf.à Carac.San;;15;ARH privé hors PSPH sous dotation globale;0;non PSPH;2006-05-16;2007-07-18;2007-07-18;2010;R DES FLEURS JAUNES;9D9D424;97413;CILAOS;-21.134322,55.478125;
970407912;970407904;CERBALLIANCE LE PORT;CERBALLIANCE LE PORT;;;9D;LA REUNION;0262421548;0262436630;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;01;Etablissement Tarif Libre;;;2010-10-21;2010-10-18;2016-07-12;2019;R ALSACE LORRAINE;9D407;97420;LE PORT;-20.936932,55.296241;
970463899;970400636;PHARMACIE BEDIER;PHARMACIE BEDIER;;;9D;LA REUNION;0262335501;0026233550;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;1984-01-23;1983-12-29;2018-08-14;2019;201 R JEAN ALBANY;9D415;97422;ST PAUL;-21.077463,55.26917;
970465563;970402293;PHARMACIE VITRY;PHARMACIE VITRY;;;9D;LA REUNION;0262252217;0026225221;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;1977-09-16;1977-08-23;2018-08-10;2019;86 AV PDT MITTERRAND;9D416;97410;ST PIERRE;-21.344586,55.484043;
970404737;970430898;MAS DE L’EST;MAS DE L’EST;;;9D;LA REUNION;0262512626;0262512635;255;Maison d'Accueil Spécialisée (M.A.S.);4301;Etab. et Services d'Hébergement pour Adultes Handicapés;8710C;57;ARS Dotation forfait ou prix de journée globalisés (CPOM);;;2003-12-01;2017-01-03;2017-06-15;2019;26 R DES AUBEPINES;9D410;97470;ST BENOIT;-21.057102,55.711105;
970463246;970463238;SERVICE AIDE MENAGERE;SERVICE AIDE MENAGERE;;;9D;LA REUNION;0262454071;;460;Service d'Aide et d'Accompagnement à Domicile (S.A.A.D.);4605;Etablissements et services multi-clientèles;8810A;01;Etablissement Tarif Libre;;;1986-01-01;1986-01-01;2018-03-07;2019;2 R M ET A LEBLOND;9D415;97460;ST PAUL;-21.00935,55.270299;
970408985;970408936;SITE DE LA RIVIERE;SITE DE LA RIVIERE;;;9D;LA REUNION;97421;LA RIVIERE;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2012-10-09;2012-10-09;2012-10-09;2015;138 R MONSEIGNEUR DE BEAUMONT;9D9D414;97421;LA RIVIERE;-21.26359,55.436296;
970405114;590799730;S.E.S.S.A.D.  RAYMOND ALLARD;S.E.S.S.A.D. RAYMOND ALLARD (ST ANDRE);;;9D;LA REUNION;0262588505;0262467055;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Services à Domicile ou Ambulatoires pour Handicapés;;34;ARS / DG dotation globale;;;1993-01-01;2017-01-03;2017-04-21;2019;407 R DE LA COMMUNAUTE;9D409;97440;ST ANDRE;-20.963075,55.655982;
970407243;910010479;CENTRE DE SANTE INFIRMIERS;CENTRE DE SANTE INFIRMIERS DE L'EST;;;9D;LA REUNION;97470;ST BENOIT;289;Centre de Soins Infirmiers;2201;Dispensaires;;99;indéterminé;;;2009-03-30;2009-04-02;2009-06-26;2010;22 R GEORGES POMPIDOU;9D9D410;97470;ST BENOIT;-21.033254,55.712799;
970406013;970406005;"EHPAD"" MARIE FRANCOISE DUPUIS""";RÉSIDENCE MARIE-FRANÇOISE DUPUIS (EHPAD);;;9D;LA REUNION;02 62 44 44 00;97434;ST PAUL;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Héberg.Pers.Agées;8730A;41;ARS/PCD, Tarif global, habilité aide sociale sans PUI;;;2005-12-21;2012-02-27;2015-11-26;2018;48 AV DU CAPRICORNE;;97434;ST PAUL;-21.063689,55.226678;
970405932;970405924;C.H.R.S. RÉSIDENCE LES JONQUILLES;C.H.R.S. RÉSIDENCE LES JONQUILLES;;;9D;LA REUNION;97400;ST DENIS;214;Centre Hébergement & Réinsertion Sociale (C.H.R.S.);4601;Adult.Fam.Difficulté;;30;Préfet de région;;;2001-01-01;2001-01-01;2011-12-22;2012;59 R BOIS DE NÉFLES;9D9D411;97400;ST DENIS;-20.888247,55.459525;
970463311;970400321;C. P. E. F.    DE   SAINT-JOSEPH;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALES  ST-JOSEPH;A. R. O. F.;;9D;LA REUNION;0262565046;0262566354;228;Centre Planification ou Education Familiale;2202;Etablissements de PMI et de Planification Familiale;;01;Etablissement Tarif Libre;;;1970-01-01;1970-01-01;2005-02-02;2019;2 R DE LA CRECHE;9D412;97480;ST JOSEPH;-21.376459,55.611379;
970465480;970402210;PHARMACIE DU LAVOIR;PHARMACIE DU LAVOIR;;;9D;LA REUNION;0262251145;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2015-07-01;1974-02-01;2018-08-10;2019;113 R MARIUS ARY LEBLOND;9D416;97410;ST PIERRE;-21.336549,55.470568;
970409595;970408324;REUNILAB BOIS DE NEFLES ST PAUL;REUNILAB BOIS DE NEFLES ST PAUL;;ZAC MON REPOS;9D;LA REUNION;;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;;01;Etablissement Tarif Libre;;;2014-02-21;2014-02-21;2015-11-02;2019;28 R ROLAND GARROS;9D415;97460;ST PAUL;-20.991103,55.330115;
970410536;970408589;CHU-PSY - CITE LASSAYS ( LE TAMPON);CHU-PSY - CITE LASSAYS ( LE TAMPON);;;9D;LA REUNION;;;101;Centre Hospitalier Régional (C.H.R.);1101;Centres Hospitaliers Régionaux;;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2000-01-01;2000-01-01;2016-10-21;2019;25 CITE LASSAYS;9D422;97430;LE TAMPON;-21.280746,55.514001;
970465746;970402475;PHARMACIE LUNG;PHARMACIE LUNG;;;9D;LA REUNION;97438;STE MARIE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;1991-12-02;;;2007;10 R PAJOT;9D9D418;97438;STE MARIE;-20.898066,55.548519;
970430450;970430948;E.S.A.T.  GEORGES MOY DE LA CROIX;ETS. & SERVICE D'AIDE PAR LE TRAVAIL GEORGES  MOY DE LACROIX;;;9D;LA REUNION;97430;LE TAMPON;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Trav.Prot.Adul.Handi;8810C;05;Préfet de Département établissements médico-sociaux;;;1971-11-01;1971-11-01;2011-11-16;2011;90 R PAILLE EN QUEUE;9D9D422;97430;LE TAMPON;-21.305004,55.534601;
970463188;970430898;F. A. M.   TROIS CASCADES (ST BENOIT);FOYER D'ACCUEIL MEDICALISE DE SAINT-BENOIT (3 CASCADES);;;9D;LA REUNION;97470;ST BENOIT;437;Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.);4301;Héberg.Adultes Handi;;09;Autorité Mixte Préfet Dépt et PCG (2 arr.);;;1986-10-01;1986-10-01;2011-08-16;2011;76  EX   RTE. NATIONALE II;9D9D410;97470;ST BENOIT;-21.06864,55.735429;
970407094;970407086;PHARMACIE FLEUR DE CANNE;PHARMACIE FLEUR DE CANNE;;;9D;LA REUNION;02 62 48 19 31;97440;ST ANDRE;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;2008-03-21;2008-06-10;2018-05-16;2018;750 R DE LA GARE;;97440;ST ANDRE;-20.961259,55.656101;
970409777;970402004;PMI TROIS BASSINS;SERVICE PROTECTION MATERNELLE ET INFANTILE;;;9D;LA REUNION;02 62 24 96 96;97426;LES TROIS BASSINS;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;1;Etablissement Tarif Libre;;;1965-01-01;1965-01-01;2014-04-28;2018;2 R VICTOR HUGO;;97426;LES TROIS BASSINS;-21.103409,55.292441;
970406484;970406476;BOIRON;BOIRON;;;9D;LA REUNION;97490;STE CLOTILDE;699;Entité Ayant Autorisation;1205;Autres Etab.Loi Hosp;;99;indéterminé;0;non PSPH;2006-07-01;2006-07-01;2006-09-14;2010;16 R ALBERT LOUGNON;9D9D411;97490;STE CLOTILDE;-20.905746,55.499027;
970406401;970406377;SOREDIP;SOCIETE REUNIONNAISE DE DISTRIBUTION PHARMACEUTIQUE;;ZA MON REPOS;9D;LA REUNION;97410;ST PIERRE;699;Entité Ayant Autorisation;1205;Autres Etab.Loi Hosp;;99;Indéterminé;0;Non concerné;2000-08-01;2000-08-01;2013-09-04;2013;14 R BEJAMIN HOARAU;9D9D416;97410;ST PIERRE;-21.3181,55.453665;
970403085;970403580;L.A.B.M. PERIS;LABORATOIRE D'ANALYSES DE BIOLOGIE MEDICALE PERIS;;;9D;REUNION;97480;ST JOSEPH;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;1994-08-12;;;;2004;4 R GENERAL LAMBERT;9D9D412;97480;ST JOSEPH;-21.378283,55.619245;
970464327;970401055;PHARMACIE DE L OCEAN INDIEN;PHARMACIE DE L OCEAN INDIEN;;;9D;LA REUNION;97441;STE SUZANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2002-03-26;;;2006;133 AV MAHATMA GANDHI;9D9D420;97441;STE SUZANNE;-20.932306,55.641552;
970406625;970463600;S.H.A.D. - A.S.D.R. (ST PAUL);SERVICE D'HOSPITALISATION A DOMICILE - ASDR (ST PAUL);;;9D;LA REUNION;97460;ST PAUL;127;Hospitalisation à Domicile;1201;Soins à Domicile;;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1999-01-10;2007-01-01;2008-10-21;2012;14 R JULES THIREL - SAVANNA;9D9D415;97460;ST PAUL;-20.986966,55.297659;
970402871;970402863;""" LABO CENTRAL """;"LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE ""LABO CENTRAL""";;;9D;LA REUNION;97430;LE TAMPON;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;;2002-09-04;;;2007;221 R HUBERT DELISLE;9D9D422;97430;LE TAMPON;-21.279875,55.516146;
970403788;970403739;PHARMACIE DU PETIT TAMPON;PHARMACIE DU PETIT TAMPON;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2002-07-30;2003-06-02;2003-08-25;2013;80 R JEAN BAPTISTE HUET;9D9D422;97430;LE TAMPON;-21.282657,55.536753;
970464152;970400891;PHARMACIE NOUVELLE DES FRANGIPANIERS;PHARMACIE NOUVELLE DES FRANGIPANIERS;;;9D;LA REUNION;97420;LE PORT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1977-04-05;2017-12-26;2017-12-28;2017;15 R PAUL ELUARD;9D9D407;97420;LE PORT;-20.93454,55.303936;
970432506;970402004;DISPENSAIRE    DE LA PLACE JOFFRE;DISPENSAIRE    DE LA PLACE JOFFRE - SAINT-DENIS;;;9D;LA REUNION;97400;ST DENIS;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;1966-07-01;;;;2005;2 R CHARLES GOUNOD;9D9D411;97400;ST DENIS;-20.874676,55.452932;
970404224;590799730;I.M.E. RAYMOND ALLARD (ST BENOIT);INSTITUT MEDICO-EDUCATIF RAYMOND ALLARD (ST-BENOIT IMP);;;9D;LA REUNION;97470;ST BENOIT;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;8710B;05;Préfet de Département établissements médico-sociaux;;;1980-02-02;1992-05-02;2014-01-30;2015;1 CHE BRS FUSIL;9D9D410;97470;ST BENOIT;-21.050922,55.713374;
970464111;970400859;PHARMACIE CHANE SAM MICHELINE;PHARMACIE CHANE SAM MICHELINE;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2003-08-06;;;2007;236 RTE HUBERT DELISLE;9D9D422;97430;LE TAMPON;-21.279319,55.515729;
970464376;970401105;PHARMACIE DE BRAS FUSIL;;;;9D;LA REUNION;97470;ST BENOIT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1990-03-30;1990-09-17;2004-01-29;2016;37 AV J. MONNET;9D9D410;97470;ST BENOIT;-21.051026,55.71252;
970462826;970430906;ECOLE D'AUXILIAIRES DE PUERICULTURE;ECOLE D'AUXILIAIRES DE PUERICULTURE;HOPITAL D'ENFANTS;;9D;LA REUNION;97400;ST DENIS;300;écoles formant aux professions de santé;6101;Etab.Forma.Pers.Médi;01;Etablissement Tarif Libre;;;;2006-01-04;;;2007;60 R BERTIN;9D9D411;97400;ST DENIS;-20.888183,55.450464;
970431250;970430922;GARDERIE MUNICIPALE DE;GARDERIE MUNICIPALE D ENFANTS DE CAMBUSTON;;CAMBUSTON;9D;LA REUNION;97440;ST ANDRE;171;Garderie et Jardin d'Enfants;5101;Etab.Gard.Enf.Présco;01;Etablissement Tarif Libre;;;1980-04-01;;;;2005;CAMBUSTON;9D9D409;97440;ST ANDRE;-20.931502,55.648125;
970465944;970402558;PHARMACIE DES CHOCAS;PHARMACIE DES CHOCAS;;;9D;LA REUNION;97426;LES TROIS BASSINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1986-10-10;2005-02-01;2010-08-25;2010;3 R FRANCOIS DE MAHY;9D9D423;97426;LES TROIS BASSINS;-21.105059,55.294958;
970462271;970400321;C. P. E. F.    DE   SAINT-DENIS;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALE ST-DENIS;A. R. O. F;;9D;LA REUNION;97400;ST DENIS;228;Centre Planification ou Education Familiale;2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1966-09-15;1966-09-15;2007-06-21;2011;R DU BOIS DE NEFLES;9D9D411;97400;ST DENIS;-20.888827,55.459635;
970405106;970400461;RELAIS FAMILIAL S.O.S. DETRESSE;RELAIS FAMILIAL S.O.S. DETRESSE;;;9D;LA REUNION;97410;ST PIERRE;166;Etablissement d'Accueil Mère-Enfant;4501;Aide Sociale Enfance;;99;Indéterminé;;;2000-10-01;2000-10-01;2009-09-24;2015;2 R SAINTE MARIE;9D9D416;97410;ST PIERRE;-21.337517,55.469687;
970463667;970430906;CEM DEF MOTEURS STE SUZANNE;CENTRE D'EDUCATION MOTRICE DEFICIENTS MOTEURS  POLYHANDICAP;;;9D;LA REUNION;97441;STE SUZANNE;192;Etablissement pour Déficient Moteur;4103;Handicapés Moteurs;;05;Préfet de Département établissements médico-sociaux;;;1988-02-12;1988-02-12;2011-08-26;2013;10 R CENTRE RADIO;9D9D420;97441;STE SUZANNE;-20.90823,55.588889;
970465233;970401956;PHARMACIE DE L'ODEON;PHARMACIE DE L'ODEON;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2000-08-09;2015-10-01;2017-10-23;2017;22 R LECONTE DELISLE;9D9D412;97480;ST JOSEPH;-21.376461,55.617326;
970466652;970466645;E.H.P.A.D. LE MOUTARDIER;ET PR PERSONNES AGÉES DÉPENDANTES LE MOUTARDIER;;;9D;LA REUNION;97470;ST BENOIT;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Héberg.Pers.Agées;;41;ARS/PCD, Tarif global, habilité aide sociale sans PUI;;;1995-12-28;1997-06-01;2015-11-27;2016;15 CHE MANES;9D9D410;97470;ST BENOIT;-21.03412,55.697921;
970404232;590799730;I. M. E. EDMOND ALBIUS (SALINE BAINS);INSTITUT MÉDICO EDUC. RAYMOND ALLARD (IMPRO SALINE LES BAINS;;LA SALINE LES BAINS;9D;LA REUNION;97434;ST GILLES LES BAINS;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;;05;Préfet de Département établissements médico-sociaux;;;1997-05-28;1997-09-01;2007-11-26;2009;;9D9D415;97434;ST GILLES LES BAINS;-21.053556,55.23334;
970466215;970430914;FOYER HEBERGE. TRAVAILLEURS HANDICAPES;FOYER D'HEBERGEMENT POUR TRAVAILLEURS HANDICAPES;;;9D;LA REUNION;97490;STE CLOTILDE;382;Foyer de Vie pour Adultes Handicapés;4301;Héberg.Adultes Handi;;08;Président du Conseil Général;;;2004-01-01;1968-04-01;2007-05-22;2009;31 R GABRIEL MACE;9D9D411;97490;STE CLOTILDE;-20.907216,55.503953;
970403424;970403416;L.A.B.M. BIONOSTIC;LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE BIONOSTIC;;;9D;REUNION;97438;STE MARIE;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;1995-11-22;;;;2004;R ROGER PAYET;9D9D418;97438;STE MARIE;-20.911865,55.509704;
970464756;970401485;PHARMACIE DE CHATEAU MORANGE;PHARMACIE DE CHATEAU MORANGE;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1977-01-25;2008-09-01;2008-09-16;2010;13 R DES CAMELIAS;9D9D411;97400;ST DENIS;-20.893219,55.462577;
970465175;970401899;PHARMACIE DE L'ANCRE;PHARMACIE DE L'ANCRE;;;9D;LA REUNION;02 62 42 03 50;97420;LE PORT;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1948-10-13;2018-11-26;2018-11-28;2018;26 R FRANCOIS DE MAHY;;97420;LE PORT;-20.937735,55.289989;
970465068;970401790;PHARMACIE DE L ENTRE-DEUX;PHARMACIE DE L ENTRE-DEUX;;;9D;LA REUNION;97414;ENTRE DEUX;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1979-12-18;1979-12-18;2000-11-08;2009;2 R DU COMMERCE;9D9D403;97414;ENTRE DEUX;-21.248831,55.470722;
970410320;970411005;EPSMR-DUPARC (STE MARIE);EPSMR-DUPARC (STE MARIE);;;9D;LA REUNION;97438;STE MARIE;292;Centre Hospitalier Spécialisé lutte Maladies Mentales;1103;Lutte Malad.Mentales;;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2001-08-02;2001-08-02;2016-10-18;2017;154 R LOUIS LAGOURGUE;9D9D418;97438;STE MARIE;-20.909358,55.519659;
970465605;970402335;PHARMACIE SENANT;PHARMACIE SENANT;;;9D;LA REUNION;97441;STE SUZANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1970-03-24;2003-01-10;2017-10-23;2017;122 AV PIERRE MENDES FRANCE;9D9D420;97441;STE SUZANNE;-20.906798,55.607845;
970465928;970402533;PHARMACIE HEO HSIEN KAI-AH TIOCK;PHARMACIE HEO HSIEN KAI-AH TIOCK;;;9D;LA REUNION;02 62 26 19 51;97450;ST LOUIS;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1988-11-18;1990-05-23;2018-07-27;2018;11 AV PASTEUR;;97450;ST LOUIS;-21.28031,55.402828;
970403572;970403564;LABM DE ST LOUIS;LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE DEE ST LOUIS;;;9D;LA REUNION;97450;ST LOUIS;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;;2005-09-26;;;2006;146 AV PRINCIPALE;9D9D414;97450;ST LOUIS;-21.291624,55.412683;
970402681;970463014;C. A. S. TO. R;CENTRE D'AIDE ET DE SOINS POUR TOXICOMANES DE LA  REUNION;;9005/9013 SIDR CAMELIAS 4 BAT 1;9D;LA REUNION;97400;ST DENIS;160;Centre de Soins Spécifiques pour Toxicomanes (C.S.S.T.);4604;Autr.Etab.médico-soc;;05;Préfet de Département établissements médico-sociaux;;;1983-12-01;1986-01-01;2006-02-02;2012;5 AV MONSEIGNEUR MONDON;9D9D411;97400;ST DENIS;-20.894953,55.460003;
970467155;970467148;CLINIQUE LES FLAMBOYANTS;CLINIQUE LES FLAMBOYANTS;;;9D;LA REUNION;97420;LE PORT;161;Maison de Santé pour Maladies Mentales;1111;Autres Etab.Lut.Ment;07;ARH établissements de santé non financés dotation globale;non PSPH;;;2005-01-27;;;2008;3 BD DES MASCARAIGNES;9D9D407;97420;LE PORT;-20.94735,55.303801;
970466926;970402004;F. D. E. LE POINT DE REPERE (STE MARIE;FOYER DEPARTEMENTAL DE L'ENFANCE LE POINT DE REPERE (STE MAR;;;9D;LA REUNION;97441;STE SUZANNE;175;Foyer de l'Enfance;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;;2007-07-03;;;2008;2 R GEORGES POMPIDOU;9D9D420;97441;STE SUZANNE;-20.906729,55.607159;
970409983;970404448;SCM SCANNER DU CENTRE VILLE;SCM SCANNER DU CENTRE VILLE;;;9D;LA REUNION;97400;ST DENIS;698;Autre Etablissement Loi Hospitalière;1205;Autres Etab.Loi Hosp;;99;Indéterminé;0;Non concerné;2014-03-31;2014-08-27;2015-03-11;2017;15 R MARECHAL LECLERC;9D9D411;97400;ST DENIS;-20.88059,55.448129;
970407870;970408027;L.B.M. ZAC L' AVENIR;LABORATOIRE BIOLOGIE MEDICALE ZAC L' AVENIR;;ZAC AVENIR;9D;LA REUNION;97450;ST LOUIS;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2010-12-02;2010-12-02;2013-09-04;2015;15 R DE CHINE;9D9D414;97450;ST LOUIS;-21.289336,55.406522;
970464301;970401030;PHARMACIE DU BUTOR;PHARMACIE DU BUTOR;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1992-07-30;2006-02-27;2010-08-25;2011;111 R RAPHAEL BABET;9D9D412;97480;ST JOSEPH;-21.380853,55.61259;
970404547;970400388;INTERMETRA METRAG;INTERMETRA METRAG;IMMEUBLE NEPTUNE;;9D;LA REUNION;97470;ST BENOIT;130;Centre de Soins Médicaux;2201;Dispensaires;99;indéterminé;;;;2003-09-10;;;2008;41 R GEORGES POMPIDOU;9D9D410;97470;ST BENOIT;-21.031209,55.710774;
970410544;970408589;CHU-PSY - AV PRINCIPALE (ST LOUIS);CHU-PSY - AV PRINCIPALE (ST LOUIS);;;9D;LA REUNION;97450;ST LOUIS;101;Centre Hospitalier Régional (C.H.R.);1101;C.H.R.;;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;2000-01-01;2000-01-01;2016-10-21;2017;AVENUE PRINCIPALE;9D9D414;97450;ST LOUIS;-21.291624,55.412683;
